player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
金城龍彦,0.2,90.0,175.0,160.0,32.0,0.0,11.0,9.0,6.0,0.0,38.0,1.0,0.0,13.0,1.0,21.0,1.0,3.0,0.264,0.238,0.502,8.69,0.344,0.178,1.76,0.038,0.064,8.82,1.79,0.229,0.113,0.386,4.0,0.62,DeNA,2013
ラミレス,0.185,56.0,139.0,130.0,24.0,2.0,14.0,6.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,20.0,0.0,7.0,0.23,0.231,0.461,3.61,0.307,0.161,0.85,0.046,0.046,4.68,1.11,0.202,0.108,0.336,0.0,0.4,DeNA,2013
荒波翔,0.0,11.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.154,0.0,0.154,-0.86,0.154,0.069,-1.93,0.0,0.154,-0.66,-1.49,0.0,0.091,0.083,4.0,0.5,DeNA,2013
森本稀哲,0.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.84,0.0,0.0,-3.78,0.0,0.0,-0.83,-3.74,0.0,0.0,0.0,0.0,0.0,DeNA,2013
松本啓二朗,0.25,13.0,14.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.357,0.25,0.607,1.33,0.44,0.223,3.98,0.0,0.107,1.35,4.05,0.3,0.0,0.556,0.0,0.0,DeNA,2013
石川雄洋,0.23,41.0,91.0,74.0,17.0,0.0,7.0,10.0,1.0,0.0,18.0,3.0,5.0,11.0,0.0,19.0,4.0,1.0,0.322,0.243,0.565,6.79,0.403,0.206,2.74,0.014,0.092,7.65,3.08,0.279,0.189,0.508,0.0,0.58,DeNA,2013
小池正晃,0.222,14.0,30.0,27.0,6.0,2.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.222,0.444,0.667,2.87,0.37,0.211,3.23,0.222,0.0,3.06,3.44,0.182,0.222,0.571,0.0,0.0,DeNA,2013
鶴岡一成,0.25,108.0,318.0,280.0,70.0,3.0,40.0,27.0,18.0,0.0,97.0,0.0,1.0,26.0,1.0,50.0,7.0,7.0,0.312,0.346,0.658,30.69,0.427,0.227,3.63,0.096,0.062,30.74,3.64,0.282,0.193,0.576,1.5,0.52,DeNA,2013
内村賢介,0.179,28.0,46.0,39.0,7.0,0.0,1.0,8.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,9.0,5.0,0.0,0.22,0.179,0.399,1.26,0.279,0.144,0.9,0.0,0.04,1.47,1.04,0.2,0.077,0.303,0.0,0.22,DeNA,2013
筒香嘉智,0.295,139.0,580.0,495.0,146.0,38.0,89.0,77.0,33.0,1.0,295.0,0.0,0.0,80.0,2.0,107.0,0.0,10.0,0.393,0.596,0.989,111.73,0.592,0.326,8.33,0.301,0.098,108.91,8.12,0.306,0.463,1.05,0.0,0.75,DeNA,2013
井手正太郎,0.259,11.0,29.0,27.0,7.0,1.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.276,0.37,0.646,2.93,0.399,0.217,3.77,0.111,0.017,3.31,4.26,0.273,0.148,0.55,0.0,0.2,DeNA,2013
モーガン,0.294,108.0,424.0,371.0,109.0,11.0,50.0,57.0,15.0,2.0,161.0,2.0,3.0,27.0,13.0,81.0,11.0,3.0,0.361,0.434,0.795,59.72,0.505,0.271,5.76,0.14,0.067,58.56,5.65,0.336,0.216,0.757,4.71,0.33,DeNA,2013
白崎浩之,0.185,34.0,55.0,54.0,10.0,0.0,4.0,5.0,3.0,0.0,13.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.2,0.241,0.441,1.83,0.28,0.15,1.12,0.056,0.015,1.89,1.16,0.286,0.074,0.318,0.0,0.05,DeNA,2013
赤堀大智,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-2.92,0.0,0.0,-0.1,-2.7,0.0,0.0,0.0,0.0,0.0,DeNA,2013
高城俊人,0.202,64.0,148.0,129.0,26.0,1.0,9.0,9.0,7.0,0.0,36.0,0.0,0.0,8.0,4.0,32.0,7.0,6.0,0.27,0.279,0.549,8.04,0.363,0.191,1.87,0.078,0.068,8.09,1.88,0.243,0.14,0.44,0.0,0.25,DeNA,2013
乙坂智,0.204,73.0,109.0,93.0,19.0,0.0,7.0,16.0,2.0,0.0,21.0,3.0,3.0,12.0,0.0,22.0,2.0,0.0,0.29,0.226,0.516,6.55,0.365,0.187,2.18,0.022,0.085,7.49,2.5,0.253,0.151,0.429,0.0,0.55,DeNA,2013
細山田武史,0.208,84.0,157.0,130.0,27.0,1.0,11.0,5.0,3.0,0.0,33.0,0.0,0.0,8.0,5.0,54.0,13.0,1.0,0.278,0.254,0.532,9.71,0.362,0.188,2.22,0.046,0.07,10.25,2.35,0.292,0.108,0.442,0.0,0.15,DeNA,2013
桑原将志,0.261,127.0,421.0,379.0,99.0,9.0,26.0,57.0,24.0,5.0,160.0,3.0,17.0,32.0,3.0,71.0,7.0,3.0,0.324,0.422,0.746,55.12,0.464,0.251,5.08,0.161,0.062,53.25,4.91,0.294,0.282,0.731,11.77,0.45,DeNA,2013
内藤雄太,0.167,8.0,7.0,6.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.286,0.5,0.786,0.93,0.452,0.254,5.02,0.333,0.119,0.92,4.97,0.2,0.5,0.8,0.0,1.0,DeNA,2013
飛雄馬,0.143,4.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.25,0.143,0.393,-0.14,0.298,0.148,-0.53,0.0,0.107,-0.04,-0.15,0.25,0.0,0.143,0.0,0.33,DeNA,2013
ブランコ,0.283,85.0,333.0,311.0,88.0,17.0,60.0,32.0,14.0,0.0,153.0,0.0,0.0,18.0,4.0,91.0,0.0,5.0,0.33,0.492,0.822,48.76,0.494,0.272,5.77,0.209,0.047,47.53,5.63,0.35,0.267,0.768,0.0,0.2,DeNA,2013
下園辰哉,0.1,8.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.182,0.1,0.282,-0.43,0.215,0.107,-1.17,0.0,0.082,-0.36,-0.97,0.125,0.1,0.2,0.0,0.5,DeNA,2013
宮崎敏郎,0.289,58.0,163.0,152.0,44.0,1.0,10.0,13.0,8.0,0.0,55.0,0.0,0.0,6.0,4.0,21.0,0.0,5.0,0.331,0.362,0.693,17.29,0.452,0.24,4.09,0.072,0.042,16.73,3.96,0.328,0.112,0.575,0.0,0.29,DeNA,2013
多村仁志,0.143,4.0,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.143,0.393,0.23,0.298,0.148,1.03,0.0,0.107,0.29,1.31,0.167,0.143,0.333,0.0,1.0,DeNA,2013
後藤武敏,0.283,68.0,165.0,145.0,41.0,7.0,31.0,17.0,8.0,0.0,70.0,0.0,0.0,18.0,0.0,34.0,1.0,4.0,0.36,0.483,0.843,24.53,0.521,0.283,6.02,0.2,0.077,24.17,5.93,0.321,0.324,0.815,0.0,0.53,DeNA,2013
鶴岡賢二郎,0.267,24.0,49.0,45.0,12.0,0.0,2.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,10.0,0.0,1.0,0.327,0.267,0.593,3.93,0.415,0.214,3.12,0.0,0.06,3.85,3.06,0.343,0.089,0.471,0.0,0.4,DeNA,2013
黒羽根利規,0.178,63.0,149.0,129.0,23.0,1.0,7.0,8.0,3.0,0.0,29.0,1.0,0.0,11.0,0.0,32.0,7.0,2.0,0.239,0.225,0.464,5.77,0.314,0.164,1.32,0.047,0.061,7.0,1.6,0.21,0.124,0.358,0.0,0.34,DeNA,2013
