player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
大野奨太,0.221,83.0,183.0,154.0,34.0,3.0,13.0,13.0,5.0,0.0,48.0,1.0,0.0,16.0,4.0,30.0,8.0,1.0,0.309,0.312,0.62,16.05,0.412,0.217,3.31,0.091,0.088,16.68,3.44,0.238,0.188,0.549,0.0,0.53,日本ハム,2014
飯山裕志,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,-2.81,0.0,0.0,-0.38,-2.57,0.0,0.0,0.0,0.0,0.0,日本ハム,2014
小谷野栄一,0.296,84.0,274.0,243.0,72.0,4.0,29.0,22.0,14.0,0.0,98.0,1.0,0.0,22.0,3.0,40.0,5.0,4.0,0.361,0.403,0.764,35.63,0.495,0.263,5.29,0.107,0.064,34.31,5.09,0.332,0.193,0.693,0.0,0.55,日本ハム,2014
中田翔,0.265,140.0,599.0,540.0,143.0,25.0,106.0,61.0,32.0,0.0,250.0,1.0,0.0,43.0,3.0,81.0,0.0,24.0,0.316,0.463,0.778,73.92,0.47,0.258,4.59,0.198,0.051,76.82,4.77,0.264,0.276,0.699,0.0,0.53,日本ハム,2014
大引啓次,0.245,132.0,512.0,432.0,106.0,5.0,47.0,44.0,16.0,3.0,143.0,6.0,21.0,51.0,1.0,98.0,26.0,11.0,0.325,0.331,0.656,49.86,0.435,0.229,3.63,0.086,0.08,49.97,3.64,0.283,0.238,0.612,8.08,0.52,日本ハム,2014
金子誠,0.143,17.0,23.0,21.0,3.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.174,0.143,0.317,-0.29,0.222,0.114,-0.4,0.0,0.031,0.21,0.28,0.2,0.0,0.158,0.0,0.14,日本ハム,2014
中島卓也,0.261,132.0,449.0,391.0,102.0,1.0,23.0,57.0,11.0,3.0,122.0,5.0,29.0,35.0,0.0,88.0,22.0,4.0,0.321,0.312,0.633,45.27,0.425,0.222,3.81,0.051,0.06,44.56,3.75,0.311,0.202,0.607,1.93,0.4,日本ハム,2014
赤田将吾,0.231,8.0,19.0,13.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.421,0.231,0.652,2.25,0.498,0.247,5.53,0.0,0.19,2.65,6.5,0.273,0.385,0.8,1.33,1.67,日本ハム,2014
松本剛,0.222,54.0,139.0,126.0,28.0,1.0,9.0,18.0,5.0,1.0,38.0,1.0,2.0,6.0,1.0,14.0,5.0,5.0,0.261,0.302,0.563,8.48,0.362,0.193,2.08,0.079,0.039,8.79,2.16,0.231,0.135,0.442,1.33,0.43,日本ハム,2014
渡邉諒,0.242,60.0,183.0,161.0,39.0,7.0,14.0,17.0,7.0,0.0,67.0,0.0,1.0,11.0,2.0,43.0,8.0,7.0,0.297,0.416,0.713,18.6,0.436,0.238,3.64,0.174,0.055,19.0,3.72,0.267,0.248,0.628,1.75,0.26,日本ハム,2014
森本龍弥,0.111,5.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.2,0.111,0.311,-0.34,0.237,0.118,-1.03,0.0,0.089,-0.27,-0.81,0.167,0.0,0.222,0.0,0.0,日本ハム,2014
西川遥輝,0.278,140.0,636.0,528.0,147.0,10.0,48.0,90.0,25.0,6.0,214.0,3.0,44.0,96.0,3.0,103.0,7.0,1.0,0.391,0.405,0.796,100.35,0.526,0.277,6.88,0.127,0.113,97.71,6.7,0.323,0.386,0.919,16.3,0.93,日本ハム,2014
中嶋聡,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,日本ハム,2014
岡大海,0.154,28.0,60.0,52.0,8.0,0.0,7.0,11.0,3.0,0.0,11.0,0.0,5.0,4.0,2.0,12.0,2.0,3.0,0.241,0.212,0.453,2.39,0.312,0.162,1.32,0.058,0.088,2.51,1.38,0.19,0.231,0.468,0.0,0.33,日本ハム,2014
北篤,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-2.92,0.0,0.0,-0.1,-2.7,0.0,0.0,0.0,1.33,0.0,日本ハム,2014
稲葉篤紀,0.234,44.0,89.0,77.0,18.0,3.0,12.0,6.0,3.0,0.0,30.0,0.0,0.0,10.0,2.0,13.0,0.0,3.0,0.337,0.39,0.727,9.93,0.467,0.249,4.32,0.156,0.103,10.04,4.37,0.246,0.286,0.677,0.0,0.77,日本ハム,2014
アブレイユ,0.211,6.0,22.0,19.0,4.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.318,0.368,0.687,2.42,0.441,0.235,4.36,0.158,0.108,2.55,4.59,0.273,0.316,0.667,0.0,0.43,日本ハム,2014
鵜久森淳志,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,0.1,0.333,0.15,1.39,0.0,0.333,0.15,2.03,0.0,0.5,0.5,0.0,1.0,日本ハム,2014
ミランダ,0.227,116.0,427.0,375.0,85.0,14.0,57.0,43.0,19.0,0.0,146.0,0.0,0.0,42.0,6.0,108.0,0.0,6.0,0.311,0.389,0.701,46.8,0.441,0.237,4.21,0.163,0.085,48.28,4.35,0.276,0.275,0.655,0.0,0.39,日本ハム,2014
石川慎吾,0.074,12.0,28.0,27.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.074,0.074,0.148,-1.82,0.099,0.052,-1.82,0.0,0.0,-1.62,-1.62,0.087,0.0,0.077,1.33,0.0,日本ハム,2014
村田和哉,0.207,42.0,63.0,58.0,12.0,0.0,1.0,13.0,0.0,1.0,14.0,4.0,2.0,2.0,0.0,19.0,3.0,1.0,0.233,0.241,0.475,1.45,0.314,0.165,0.73,0.034,0.026,1.76,0.88,0.286,0.034,0.275,0.0,0.11,日本ハム,2014
