player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
阿部俊人,0.2,44.0,23.0,20.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.273,0.2,0.473,1.33,0.339,0.173,2.11,0.0,0.073,1.41,2.24,0.267,0.15,0.438,0.0,0.33,楽天,2015
三好匠,0.104,70.0,54.0,48.0,5.0,0.0,0.0,5.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,15.0,3.0,2.0,0.157,0.146,0.303,-1.26,0.205,0.107,-0.7,0.042,0.053,-0.87,-0.48,0.139,0.083,0.196,0.0,0.2,楽天,2015
サンチェス,0.226,66.0,232.0,199.0,45.0,7.0,18.0,19.0,12.0,0.0,78.0,2.0,3.0,27.0,4.0,40.0,0.0,4.0,0.328,0.392,0.72,26.5,0.458,0.245,4.42,0.166,0.101,27.24,4.54,0.247,0.307,0.688,4.2,0.68,楽天,2015
後藤光尊,0.25,50.0,138.0,132.0,33.0,2.0,10.0,16.0,4.0,1.0,45.0,0.0,2.0,4.0,1.0,30.0,0.0,1.0,0.275,0.341,0.616,12.53,0.389,0.209,3.35,0.091,0.025,12.62,3.37,0.307,0.136,0.52,2.0,0.13,楽天,2015
牧田明久,0.355,16.0,34.0,31.0,11.0,0.0,2.0,2.0,2.0,0.0,13.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.394,0.419,0.813,4.12,0.534,0.282,4.64,0.065,0.039,3.73,4.2,0.367,0.129,0.652,1.6,1.0,楽天,2015
島井寛仁,0.0,49.0,9.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,-1.43,0.0,0.0,-2.96,0.0,0.0,-1.09,-2.26,0.0,0.333,0.231,0.0,0.0,楽天,2015
藤田一也,0.266,90.0,289.0,248.0,66.0,4.0,16.0,19.0,10.0,1.0,90.0,3.0,0.0,18.0,4.0,15.0,17.0,4.0,0.324,0.363,0.686,29.47,0.444,0.236,3.83,0.097,0.057,29.46,3.82,0.25,0.157,0.577,0.0,1.2,楽天,2015
松井稼頭央,0.211,44.0,83.0,76.0,16.0,2.0,10.0,6.0,2.0,1.0,26.0,1.0,0.0,6.0,1.0,23.0,0.0,1.0,0.277,0.342,0.619,6.7,0.391,0.21,2.92,0.132,0.067,6.97,3.04,0.275,0.197,0.516,0.0,0.26,楽天,2015
内田靖人,0.198,58.0,193.0,177.0,35.0,12.0,25.0,16.0,6.0,0.0,77.0,1.0,0.0,14.0,1.0,66.0,0.0,4.0,0.259,0.435,0.694,18.94,0.404,0.225,3.46,0.237,0.061,20.46,3.73,0.23,0.311,0.619,0.0,0.21,楽天,2015
聖澤諒,0.194,27.0,69.0,62.0,12.0,0.0,2.0,4.0,1.0,0.0,13.0,0.0,1.0,4.0,1.0,18.0,2.0,1.0,0.254,0.21,0.463,2.95,0.324,0.167,1.51,0.016,0.06,3.17,1.61,0.261,0.097,0.373,0.0,0.22,楽天,2015
