player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
田島慎二,7.22,30.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,134.0,28.2,30.0,4.0,18.0,2.0,13.0,4.08,23.0,23.0,0.0,0.0,1.67,5.81,0.72,1.08,0.587,中日,2015
岩瀬仁紀,4.63,48.0,2.0,0.0,3.0,10.0,12.0,0.0,1.0,143.0,35.0,28.0,3.0,7.0,5.0,28.0,7.2,18.0,18.0,0.0,0.0,1.0,3.66,4.0,1.0,0.595,中日,2015
朝倉健太,14.54,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.1,8.0,1.0,2.0,0.0,1.0,2.08,7.0,7.0,0.0,0.0,2.31,7.04,0.5,0.69,0.333,中日,2015
又吉克樹,6.53,40.0,2.0,5.0,0.0,9.0,11.0,0.0,0.286,187.0,41.1,54.0,6.0,17.0,1.0,28.0,6.1,30.0,30.0,0.0,0.0,1.72,4.96,1.65,1.09,0.636,中日,2015
雄太,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,2.0,0.0,0.684,中日,2015
鈴木翔太,5.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.2,11.0,1.0,6.0,2.0,3.0,3.12,5.0,5.0,0.0,0.0,1.96,6.7,0.5,1.04,0.778,中日,2015
吉見一起,3.87,20.0,5.0,7.0,0.0,0.0,0.0,1.0,0.417,516.0,125.2,136.0,15.0,24.0,4.0,61.0,4.37,54.0,54.0,1.0,1.0,1.27,4.37,2.54,0.68,0.738,中日,2015
野村亮介,10.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.2,8.0,0.0,3.0,0.0,1.0,3.38,6.0,3.0,0.0,0.0,4.13,5.75,0.33,1.5,0.727,中日,2015
岡田俊哉,5.06,27.0,1.0,0.0,0.0,6.0,7.0,0.0,1.0,99.0,21.1,24.0,2.0,13.0,0.0,19.0,8.02,13.0,12.0,0.0,0.0,1.73,4.39,1.46,1.5,0.714,中日,2015
大野雄大,8.56,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,130.0,27.1,32.0,7.0,19.0,0.0,21.0,6.91,27.0,26.0,0.0,0.0,1.87,7.0,1.11,1.46,0.568,中日,2015
福谷浩司,5.0,29.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,114.0,27.0,31.0,5.0,7.0,0.0,28.0,9.33,16.0,15.0,0.0,0.0,1.41,4.23,4.0,1.3,0.697,中日,2015
武藤祐太,3.38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.1,9.0,0.0,3.0,0.0,3.0,5.06,3.0,2.0,0.0,0.0,2.25,3.68,1.0,1.13,0.833,中日,2015
岩田慎司,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.88,0.0,0.72,中日,2015
山井大介,4.04,10.0,3.0,6.0,0.0,0.0,0.0,1.0,0.333,259.0,62.1,55.0,12.0,21.0,1.0,43.0,6.21,28.0,28.0,1.0,0.0,1.22,5.3,2.05,1.03,0.754,中日,2015
阿知羅拓馬,4.85,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,13.0,12.0,2.0,5.0,0.0,8.0,5.54,7.0,7.0,0.0,0.0,1.31,5.04,1.6,1.0,0.667,中日,2015
西川健太郎,3.68,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,33.0,7.1,7.0,0.0,6.0,0.0,6.0,7.36,3.0,3.0,0.0,0.0,1.77,3.94,1.0,1.64,0.769,中日,2015
祖父江大輔,3.14,51.0,2.0,2.0,0.0,17.0,19.0,0.0,0.5,208.0,48.2,45.0,5.0,19.0,0.0,36.0,6.66,19.0,17.0,0.0,0.0,1.32,4.15,1.89,1.13,0.797,中日,2015
山本昌,6.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.1,1.0,0.0,2.0,0.0,2.0,13.5,1.0,1.0,0.0,0.0,2.25,4.62,1.0,3.0,0.667,中日,2015
浅尾拓也,4.82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.1,7.0,1.0,8.0,0.0,7.0,6.75,5.0,5.0,0.0,0.0,1.61,5.58,0.88,1.61,0.714,中日,2015
濱田達郎,15.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,8.0,0.0,5.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.25,6.87,0.0,1.25,0.462,中日,2015
バルデス,3.76,23.0,6.0,9.0,0.0,0.0,0.0,1.0,0.4,625.0,146.0,139.0,13.0,47.0,7.0,83.0,5.12,73.0,61.0,0.0,0.0,1.27,4.25,1.77,0.89,0.733,中日,2015
浜田智博,40.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,5.0,2.0,0.0,0.0,2.0,27.0,3.0,3.0,0.0,0.0,7.5,36.12,0.0,3.0,0.667,中日,2015
金子丈,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,19.12,0.0,1.0,0.5,中日,2015
山本雅士,10.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.1,7.0,1.0,2.0,0.0,2.0,4.15,5.0,5.0,0.0,0.0,2.08,6.58,1.0,0.92,0.5,中日,2015
ネイラー,4.62,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.333,163.0,37.0,34.0,3.0,18.0,3.0,34.0,8.27,21.0,19.0,0.0,0.0,1.41,4.04,1.89,1.41,0.692,中日,2015
小川龍也,2.19,18.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,55.0,12.1,11.0,0.0,5.0,3.0,9.0,6.57,3.0,3.0,0.0,0.0,1.3,3.61,1.8,1.14,0.842,中日,2015
八木智哉,5.73,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,11.0,11.0,2.0,5.0,1.0,6.0,4.91,7.0,7.0,0.0,0.0,1.45,6.03,1.2,1.0,0.667,中日,2015
山内壮馬,11.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,8.0,1.0,5.0,0.0,2.0,4.5,7.0,5.0,0.0,0.0,3.25,9.12,0.4,1.75,0.667,中日,2015
若松駿太,5.55,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.2,162.0,35.2,49.0,4.0,11.0,1.0,16.0,4.04,25.0,22.0,0.0,0.0,1.68,4.69,1.45,0.76,0.684,中日,2015
小熊凌祐,6.23,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.429,190.0,43.1,51.0,7.0,10.0,0.0,37.0,7.68,35.0,30.0,0.0,0.0,1.41,4.2,3.7,1.08,0.574,中日,2015
